CANDO_ID	DRUGBANK_ID	GENERIC_NAME	DRUG_GROUPS
722	DB00845	clofazimine	approved;investigational
723	DB00846	flurandrenolide	approved
724	DB00847	cysteamine	approved;investigational
725	DB00848	levamisole	approved;investigational;vet_approved;withdrawn
726	DB00849	methylphenobarbital	approved
727	DB00850	perphenazine	approved
728	DB00851	dacarbazine	approved;investigational
729	DB00852	pseudoephedrine	approved
730	DB00853	temozolomide	approved;investigational
731	DB00854	levorphanol	approved
732	DB00855	aminolevulinic_acid	approved
733	DB00856	chlorphenesin	approved;experimental
734	DB00857	terbinafine	approved;investigational;vet_approved
736	DB00859	penicillamine	approved
737	DB00860	prednisolone	approved;vet_approved
738	DB00861	diflunisal	approved;investigational
739	DB00862	vardenafil	approved
740	DB00863	ranitidine	approved
741	DB00864	tacrolimus	approved;investigational
742	DB00865	benzphetamine	approved;illicit
744	DB00867	ritodrine	approved;investigational
745	DB00868	benzonatate	approved
746	DB00869	dorzolamide	approved
747	DB00870	suprofen	approved;withdrawn
748	DB00871	terbutaline	approved
749	DB00872	conivaptan	approved;investigational
750	DB14596	loteprednol_etabonate	approved
751	DB00874	guaifenesin	approved;investigational;vet_approved
752	DB00875	flupentixol	approved;investigational;withdrawn
753	DB00876	eprosartan	approved
754	DB00877	sirolimus	approved;investigational
755	DB00878	chlorhexidine	approved;vet_approved;withdrawn
756	DB00879	emtricitabine	approved;investigational
757	DB00880	chlorothiazide	approved;vet_approved
758	DB00881	quinapril	approved;investigational
759	DB00882	clomifene	approved;investigational
760	DB00883	isosorbide_dinitrate	approved;investigational
761	DB00884	risedronic_acid	approved;investigational
762	DB00885	pemirolast	approved;investigational
764	DB00887	bumetanide	approved
765	DB00888	mechlorethamine	approved;investigational
766	DB00889	granisetron	approved;investigational
767	DB00890	dienestrol	approved;investigational
768	DB00891	sulfapyridine	approved
769	DB00892	oxybuprocaine	approved;investigational
770	DB00894	testolactone	approved;investigational
771	DB00895	benzylpenicilloyl_polylysine	approved
772	DB00896	rimexolone	approved
773	DB00897	triazolam	approved;investigational
774	DB00898	ethanol	approved
775	DB00899	remifentanil	approved
776	DB00900	didanosine	approved
778	DB00902	methdilazine	approved
779	DB00903	etacrynic_acid	approved;investigational
780	DB00904	ondansetron	approved
781	DB00905	bimatoprost	approved;investigational
782	DB00906	tiagabine	approved;investigational
783	DB00907	cocaine	approved;illicit
784	DB00908	quinidine	approved;investigational
785	DB00909	zonisamide	approved;investigational
786	DB00910	paricalcitol	approved;investigational
787	DB00911	tinidazole	approved;investigational
788	DB00912	repaglinide	approved;investigational
789	DB00913	anileridine	approved;illicit
790	DB00914	phenformin	approved;investigational;withdrawn
791	DB00915	amantadine	approved
792	DB00916	metronidazole	approved
793	DB00917	dinoprostone	approved
794	DB00918	almotriptan	approved;investigational
795	DB00919	spectinomycin	approved;investigational;vet_approved
796	DB00920	ketotifen	approved
797	DB00921	buprenorphine	approved;illicit;investigational;vet_approved
798	DB00922	levosimendan	approved;investigational
799	DB00923	ceforanide	approved
800	DB00924	cyclobenzaprine	approved
801	DB00925	phenoxybenzamine	approved
803	DB00927	famotidine	approved
804	DB00928	azacitidine	approved;investigational
805	DB00929	misoprostol	approved
806	DB00931	metacycline	approved;investigational
807	DB00932	tipranavir	approved;investigational
808	DB00933	mesoridazine	approved;investigational
809	DB00934	maprotiline	approved;investigational
810	DB00935	oxymetazoline	approved;investigational
811	DB00936	salicylic_acid	approved;investigational;vet_approved
812	DB00937	diethylpropion	approved;illicit
813	DB00938	salmeterol	approved
814	DB00939	meclofenamic_acid	approved;vet_approved
815	DB00940	methantheline	approved;investigational
816	DB00941	hexafluronium	approved
817	DB00942	cycrimine	approved
818	DB00943	zalcitabine	approved;investigational
819	DB00944	demecarium	approved
820	DB00945	acetylsalicylic_acid	approved;vet_approved
821	DB00946	phenprocoumon	approved;investigational
822	DB00947	fulvestrant	approved;investigational
823	DB00948	mezlocillin	approved;investigational
824	DB00949	felbamate	approved
825	DB00950	fexofenadine	approved;investigational
826	DB00951	isoniazid	approved;investigational
827	DB00952	naratriptan	approved;investigational
828	DB00953	rizatriptan	approved
830	DB00955	netilmicin	approved;investigational
831	DB00956	hydrocodone	approved;illicit;investigational
832	DB00957	norgestimate	approved;investigational
833	DB00959	methylprednisolone	approved;vet_approved
834	DB00960	pindolol	approved;investigational
835	DB00961	mepivacaine	approved;vet_approved
836	DB00962	zaleplon	approved;illicit;investigational
837	DB00963	bromfenac	approved
838	DB00964	apraclonidine	approved
839	DB00966	telmisartan	approved;investigational
840	DB00967	desloratadine	approved;investigational
841	DB00968	methyldopa	approved
842	DB00969	alosetron	approved;withdrawn
843	DB00970	dactinomycin	approved;investigational
844	DB00971	selenium_sulfide	approved
845	DB00972	azelastine	approved
846	DB00973	ezetimibe	approved
847	DB00974	edetic_acid	approved;vet_approved
848	DB00975	dipyridamole	approved
849	DB00976	telithromycin	approved
850	DB00977	ethinylestradiol	approved
851	DB00978	lomefloxacin	approved;investigational
852	DB00979	cyclopentolate	approved
853	DB00980	ramelteon	approved;investigational
854	DB00981	physostigmine	approved;investigational
855	DB00982	isotretinoin	approved
856	DB00983	formoterol	approved;investigational
857	DB00984	nandrolone_phenpropionate	approved;illicit;investigational
858	DB00985	dimenhydrinate	approved
859	DB00986	glycopyrronium	approved;investigational;vet_approved
860	DB00987	cytarabine	approved;investigational
861	DB00988	dopamine	approved
862	DB00989	rivastigmine	approved;investigational
863	DB00990	exemestane	approved;investigational
864	DB00991	oxaprozin	approved
865	DB00992	methyl_aminolevulinate	approved;investigational
866	DB00993	azathioprine	approved
867	DB00995	auranofin	approved;investigational
868	DB00996	gabapentin	approved;investigational
869	DB00997	doxorubicin	approved;investigational
870	DB00998	frovatriptan	approved;investigational
871	DB00999	hydrochlorothiazide	approved;vet_approved
872	DB01000	cyclacillin	approved
873	DB01001	salbutamol	approved;vet_approved
874	DB01002	levobupivacaine	approved;investigational
875	DB01003	cromoglicic_acid	approved
876	DB01004	ganciclovir	approved;investigational
877	DB01005	hydroxyurea	approved
878	DB01006	letrozole	approved;investigational
879	DB01007	tioconazole	approved
880	DB01008	busulfan	approved;investigational
881	DB01009	ketoprofen	approved;vet_approved
882	DB01010	edrophonium	approved
883	DB01011	metyrapone	approved;investigational
884	DB01012	cinacalcet	approved
885	DB01013	clobetasol_propionate	approved
886	DB01014	balsalazide	approved;investigational
887	DB01015	sulfamethoxazole	approved
888	DB01016	glyburide	approved
889	DB01017	minocycline	approved;investigational
890	DB01018	guanfacine	approved;investigational
891	DB01019	bethanechol	approved
892	DB01020	isosorbide_mononitrate	approved
893	DB01021	trichlormethiazide	approved;vet_approved
894	DB01022	phylloquinone	approved;investigational
895	DB01023	felodipine	approved;investigational
896	DB01024	mycophenolic_acid	approved
897	DB01025	amlexanox	approved;investigational;withdrawn
898	DB01026	ketoconazole	approved;investigational
899	DB01028	methoxyflurane	approved;investigational;vet_approved
900	DB01029	irbesartan	approved;investigational
901	DB01030	topotecan	approved;investigational
902	DB01031	ethinamate	approved;illicit;withdrawn
903	DB01032	probenecid	approved;investigational
904	DB01033	mercaptopurine	approved
906	DB01035	procainamide	approved
907	DB01036	tolterodine	approved;investigational
908	DB01037	selegiline	approved;investigational;vet_approved
910	DB01039	fenofibrate	approved
911	DB01041	thalidomide	approved;investigational;withdrawn
912	DB01042	melphalan	approved
913	DB01043	memantine	approved;investigational
914	DB01044	gatifloxacin	approved;investigational
915	DB01045	rifampicin	approved
916	DB01046	lubiprostone	approved;investigational
917	DB01047	fluocinonide	approved;investigational
918	DB01048	abacavir	approved;investigational
919	DB01050	ibuprofen	approved
920	DB01051	novobiocin	approved;investigational;vet_approved
921	DB01053	benzylpenicillin	approved;vet_approved
922	DB01054	nitrendipine	approved;investigational
924	DB01056	tocainide	approved
925	DB01057	echothiophate	approved
926	DB01058	praziquantel	approved;investigational;vet_approved
927	DB01059	norfloxacin	approved
928	DB01060	amoxicillin	approved;vet_approved
929	DB01061	azlocillin	approved
930	DB01062	oxybutynin	approved;investigational
931	DB01063	acetophenazine	approved
932	DB01064	isoprenaline	approved;investigational
933	DB01065	melatonin	approved;nutraceutical;vet_approved
934	DB01066	cefditoren	approved;investigational
935	DB01067	glipizide	approved;investigational
936	DB01068	clonazepam	approved;illicit
937	DB01069	promethazine	approved;investigational
938	DB01070	dihydrotachysterol	approved
940	DB01072	atazanavir	approved;investigational
941	DB01073	fludarabine	approved
942	DB01074	perhexiline	approved;investigational
943	DB01075	diphenhydramine	approved;investigational
944	DB01076	atorvastatin	approved
945	DB01077	etidronic_acid	approved
946	DB01078	deslanoside	approved
947	DB01079	tegaserod	approved;investigational;withdrawn
948	DB01080	vigabatrin	approved
949	DB01081	diphenoxylate	approved;illicit
950	DB01082	streptomycin	approved;vet_approved
951	DB01083	orlistat	approved;investigational
952	DB01084	emedastine	approved
953	DB01085	pilocarpine	approved;investigational
954	DB01086	benzocaine	approved;investigational
955	DB01087	primaquine	approved
956	DB01088	iloprost	approved;investigational
957	DB01089	deserpidine	approved
958	DB01090	pentolinium	approved
959	DB01091	butenafine	approved
960	DB01092	ouabain	approved
961	DB01093	dimethyl_sulfoxide	approved;vet_approved
963	DB01095	fluvastatin	approved
964	DB01096	oxamniquine	approved
965	DB01097	leflunomide	approved;investigational
966	DB01098	rosuvastatin	approved
967	DB01099	flucytosine	approved;investigational
968	DB01100	pimozide	approved
969	DB01101	capecitabine	approved;investigational
970	DB01102	arbutamine	approved
972	DB01104	sertraline	approved
973	DB01105	sibutramine	approved;illicit;investigational;withdrawn
974	DB01106	levocabastine	approved;investigational
975	DB01107	methyprylon	approved;illicit;withdrawn
976	DB01108	trilostane	approved;investigational;vet_approved;withdrawn
977	DB01110	miconazole	approved;investigational;vet_approved
978	DB01111	colistimethate	approved;vet_approved
979	DB01112	cefuroxime	approved
980	DB01113	papaverine	approved;investigational
981	DB01114	chlorpheniramine	approved
982	DB01115	nifedipine	approved
983	DB01116	trimethaphan	approved;investigational
984	DB01117	atovaquone	approved
985	DB01118	amiodarone	approved;investigational
986	DB01119	diazoxide	approved
987	DB01120	gliclazide	approved
988	DB01121	phenacemide	approved
989	DB01122	ambenonium	approved
990	DB01123	proflavine	approved
991	DB01124	tolbutamide	approved;investigational
992	DB01125	anisindione	approved
993	DB01126	dutasteride	approved;investigational
994	DB01127	econazole	approved
995	DB01128	bicalutamide	approved
996	DB01129	rabeprazole	approved;investigational
997	DB01130	prednicarbate	approved;investigational
998	DB01131	proguanil	approved
999	DB01132	pioglitazone	approved;investigational
1000	DB01133	tiludronic_acid	approved;investigational;vet_approved
1002	DB01135	doxacurium	approved
1003	DB01136	carvedilol	approved;investigational
1004	DB01137	levofloxacin	approved;investigational
1005	DB01138	sulfinpyrazone	approved
1006	DB01139	cefapirin	approved;vet_approved
1007	DB01140	cefadroxil	approved;vet_approved;withdrawn
1008	DB01141	micafungin	approved;investigational
1009	DB01142	doxepin	approved;investigational
1010	DB01143	amifostine	approved;investigational
1011	DB01144	diclofenamide	approved;investigational
1012	DB01145	sulfoxone	approved
1013	DB01146	diphenylpyraline	approved;investigational
1014	DB01147	cloxacillin	approved;investigational;vet_approved
1015	DB01148	flavoxate	approved
1016	DB01149	nefazodone	approved;withdrawn
1017	DB01150	cefprozil	approved
1018	DB01151	desipramine	approved;investigational
1019	DB01152	candicidin	approved;withdrawn
1020	DB01153	sertaconazole	approved;investigational
1021	DB01154	thiamylal	approved;vet_approved
1022	DB01155	gemifloxacin	approved;investigational
1023	DB01156	bupropion	approved
1024	DB01157	trimetrexate	approved;investigational
1025	DB01158	bretylium	approved
1026	DB01159	halothane	approved;vet_approved
1027	DB01160	dinoprost_tromethamine	approved;vet_approved
1028	DB01161	chloroprocaine	approved
1029	DB01162	terazosin	approved
1031	DB01164	calcium_chloride	approved
1032	DB01165	ofloxacin	approved
1033	DB01166	cilostazol	approved;investigational
1034	DB01167	itraconazole	approved;investigational
1035	DB01168	procarbazine	approved;investigational
1036	DB01169	arsenic_trioxide	approved;investigational
1037	DB01170	guanethidine	approved
1038	DB01171	moclobemide	approved;investigational
1039	DB01172	kanamycin	approved;investigational;vet_approved
1040	DB01173	orphenadrine	approved
1041	DB01174	phenobarbital	approved;investigational
1042	DB01175	escitalopram	approved
1043	DB01176	cyclizine	approved
1044	DB01177	idarubicin	approved
1045	DB01178	chlormezanone	approved;investigational;withdrawn
1046	DB01179	podofilox	approved
1047	DB01180	rescinnamine	approved
1048	DB01181	ifosfamide	approved
1049	DB01182	propafenone	approved
1050	DB01183	naloxone	approved;vet_approved
1051	DB01184	domperidone	approved;investigational;vet_approved
1052	DB01185	fluoxymesterone	approved;illicit
1053	DB01186	pergolide	approved;investigational;vet_approved;withdrawn
1054	DB01187	iophendylate	approved
1055	DB01188	ciclopirox	approved;investigational
1056	DB01189	desflurane	approved
1057	DB01190	clindamycin	approved;vet_approved
1058	DB01191	dexfenfluramine	approved;illicit;investigational;withdrawn
1059	DB01192	oxymorphone	approved;investigational;vet_approved
1060	DB01193	acebutolol	approved;investigational
1061	DB01194	brinzolamide	approved
1062	DB01195	flecainide	approved;withdrawn
1063	DB01196	estramustine	approved;investigational
1064	DB01197	captopril	approved
1065	DB01198	zopiclone	approved
1066	DB01199	tubocurarine	approved
1067	DB01200	bromocriptine	approved;investigational
1068	DB01201	rifapentine	approved;investigational
1069	DB01202	levetiracetam	approved
1070	DB01203	nadolol	approved
1071	DB01204	mitoxantrone	approved;investigational
1072	DB01205	flumazenil	approved
1073	DB01206	lomustine	approved;investigational
1075	DB01208	sparfloxacin	approved;investigational;withdrawn
1076	DB01209	dezocine	approved;investigational
1077	DB01210	levobunolol	approved
1078	DB01211	clarithromycin	approved
1079	DB01212	ceftriaxone	approved
1080	DB01213	fomepizole	approved;vet_approved
1081	DB01214	metipranolol	approved
1082	DB01215	estazolam	approved;illicit
1083	DB01216	finasteride	approved
1084	DB01217	anastrozole	approved;investigational
1085	DB01218	halofantrine	approved
1086	DB01219	dantrolene	approved;investigational
1087	DB01220	rifaximin	approved;investigational
1088	DB01221	ketamine	approved;vet_approved
1089	DB01222	budesonide	approved
1090	DB01223	aminophylline	approved
1091	DB01224	quetiapine	approved
1092	DB01226	mivacurium	approved
1093	DB01227	levacetylmethadol	approved;investigational
1094	DB01228	encainide	approved;investigational;withdrawn
1095	DB01229	paclitaxel	approved;vet_approved
1096	DB01230	pemoline	approved;illicit;investigational;withdrawn
1097	DB01231	diphenidol	approved;investigational;withdrawn
1098	DB01232	saquinavir	approved;investigational
1099	DB01233	metoclopramide	approved;investigational
1100	DB01234	dexamethasone	approved;investigational;vet_approved
1101	DB01235	levodopa	approved
1102	DB01236	sevoflurane	approved;vet_approved
1103	DB01237	bromodiphenhydramine	approved
1104	DB01238	aripiprazole	approved;investigational
1105	DB01239	chlorprothixene	approved;experimental;investigational;withdrawn
1106	DB01240	epoprostenol	approved
1107	DB01241	gemfibrozil	approved
1108	DB01242	clomipramine	approved;investigational;vet_approved
1109	DB01243	chloroxine	approved
1110	DB01244	bepridil	approved;withdrawn
1111	DB01245	decamethonium	approved
1112	DB01246	alimemazine	approved;vet_approved
1113	DB01247	isocarboxazid	approved
1114	DB01248	docetaxel	approved;investigational
1115	DB01249	iodixanol	approved
1116	DB01250	olsalazine	approved
1117	DB01251	gliquidone	approved;investigational
1119	DB01253	ergometrine	approved
1120	DB01254	dasatinib	approved;investigational
1121	DB01255	lisdexamfetamine	approved;investigational
1122	DB01256	retapamulin	approved
1123	DB01259	lapatinib	approved;investigational
1124	DB01260	desonide	approved;investigational
1125	DB01261	sitagliptin	approved;investigational
1126	DB01262	decitabine	approved;investigational
1127	DB01263	posaconazole	approved;investigational;vet_approved
1128	DB01264	darunavir	approved
1129	DB01265	telbivudine	approved;investigational
1130	DB01267	paliperidone	approved
1131	DB01268	sunitinib	approved;investigational
1132	DB01273	varenicline	approved;investigational
1133	DB01274	arformoterol	approved;investigational
1134	DB01275	hydralazine	approved
1135	DB01278	pramlintide	approved;investigational
1136	DB01280	nelarabine	approved;investigational
1137	DB01282	carbetocin	approved;investigational
1138	DB01283	lumiracoxib	approved;investigational
1139	DB01284	tetracosactide	approved
1140	DB01288	fenoterol	approved;investigational
1142	DB01291	pirbuterol	approved
1143	DB01294	bismuth_subsalicylate	approved;vet_approved
1145	DB01296	glucosamine	approved;investigational
1146	DB01297	practolol	approved
1147	DB01298	sulfacytine	approved
1148	DB01299	sulfadoxine	approved;investigational
1149	DB01301	rolitetracycline	approved
1150	DB01303	oxtriphylline	approved
1151	DB01319	fosamprenavir	approved
1152	DB01320	fosphenytoin	approved;investigational
1154	DB01322	kava	approved;investigational;nutraceutical
1155	DB01324	polythiazide	approved
1156	DB01325	quinethazone	approved
1157	DB01326	cefamandole	approved;experimental
1158	DB01327	cefazolin	approved
1159	DB01328	cefonicid	approved;investigational
1160	DB01329	cefoperazone	approved;investigational
1161	DB01330	cefotetan	approved
1162	DB01331	cefoxitin	approved
1163	DB01332	ceftizoxime	approved;investigational
1164	DB01333	cefradine	approved
1165	DB01336	metocurine	approved
1166	DB01337	pancuronium	approved
1167	DB01338	pipecuronium	approved
1168	DB01339	vecuronium	approved;investigational
1169	DB01340	cilazapril	approved
1171	DB01345	potassium_cation	approved;investigational
1172	DB01346	quinidine_barbiturate	approved
1174	DB01348	spirapril	approved
1176	DB01351	amobarbital	approved;illicit
1178	DB01353	butobarbital	approved;illicit
1182	DB01357	mestranol	approved
1183	DB01359	penbutolol	approved;investigational
1184	DB01362	iohexol	approved
1185	DB01364	ephedrine	approved
1186	DB01365	mephentermine	approved
1187	DB01366	procaterol	approved;investigational
1188	DB01367	rasagiline	approved
1189	DB01369	quinupristin	approved
1190	DB01370	aluminium	approved;investigational
1191	DB01373	calcium	approved;nutraceutical
1193	DB01377	magnesium_oxide	approved
1194	DB01378	magnesium_cation	approved;nutraceutical
1195	DB01380	cortisone_acetate	approved;investigational
1196	DB01382	glymidine	approved;investigational
1199	DB01390	sodium_bicarbonate	approved
1200	DB01392	yohimbine	approved;investigational;vet_approved
1201	DB01393	bezafibrate	approved;investigational
1202	DB01394	colchicine	approved
1203	DB01395	drospirenone	approved
1204	DB01396	digitoxin	approved;investigational
1206	DB01399	salsalate	approved
1207	DB01400	neostigmine	approved;vet_approved
1208	DB01401	choline_magnesium_trisalicylate	approved
1209	DB01403	methotrimeprazine	approved;investigational
1211	DB01406	danazol	approved
1212	DB01407	clenbuterol	approved;investigational;vet_approved
1214	DB01409	tiotropium	approved
1215	DB01410	ciclesonide	approved;investigational
1218	DB01413	cefepime	approved;investigational
1220	DB01415	ceftibuten	approved;investigational
1221	DB01416	cefpodoxime	approved;vet_approved
1222	DB01418	acenocoumarol	approved;investigational
1223	DB01419	antrafenine	approved
1224	DB01420	testosterone_propionate	approved;investigational;vet_approved;withdrawn
1225	DB01421	paromomycin	approved;investigational
1228	DB01424	aminophenazone	approved;withdrawn
1230	DB01426	ajmaline	approved;experimental
1231	DB01427	amrinone	approved
1232	DB01428	oxybenzone	approved;investigational
1234	DB01430	almitrine	approved
1238	DB01435	antipyrine	approved;investigational
1239	DB01436	alfacalcidol	approved;nutraceutical
1240	DB01437	glutethimide	approved;illicit
1241	DB01438	phenazopyridine	approved
1243	DB01440	gamma-hydroxybutyric_acid	approved;illicit;investigational
1253	DB01452	diamorphine	approved;illicit;investigational
1294	DB01495	dichloralphenazone	approved;illicit
1300	DB01501	difenoxin	approved;illicit
1337	DB01544	flunitrazepam	approved;illicit
1344	DB01551	dihydrocodeine	approved;illicit
1351	DB01558	bromazepam	approved;illicit;investigational
1352	DB01559	clotiazepam	approved;illicit
1356	DB01563	chloral_hydrate	approved;illicit;investigational;vet_approved
1367	DB01574	attapulgite	approved;vet_approved
1368	DB01575	kaolin	approved
1369	DB01576	dextroamphetamine	approved;illicit
1370	DB01577	metamfetamine	approved;illicit
1372	DB01579	phendimetrazine	approved;illicit
1373	DB01580	oxprenolol	approved
1374	DB01581	sulfamerazine	approved;vet_approved
1375	DB01582	sulfamethazine	approved;investigational;vet_approved
1376	DB01583	liotrix	approved
1377	DB01586	ursodeoxycholic_acid	approved;investigational
1378	DB01587	ketazolam	approved
1379	DB01588	prazepam	approved;illicit
1380	DB01589	quazepam	approved;illicit
1381	DB01590	everolimus	approved
1382	DB01591	solifenacin	approved
1383	DB01592	iron	approved
1384	DB01593	zinc	approved;investigational
1386	DB01595	nitrazepam	approved
1387	DB01597	cilastatin	approved;investigational
1388	DB01598	imipenem	approved
1389	DB01599	probucol	approved;investigational
1390	DB01600	tiaprofenic_acid	approved
1391	DB01601	lopinavir	approved
1392	DB01602	bacampicillin	approved;investigational
1393	DB01603	meticillin	approved;investigational
1394	DB01604	pivampicillin	approved
1395	DB01605	pivmecillinam	approved
1396	DB01606	tazobactam	approved
1397	DB01607	ticarcillin	approved;investigational;vet_approved
1398	DB01608	periciazine	approved;investigational
1399	DB01609	deferasirox	approved;investigational
1400	DB01610	valganciclovir	approved;investigational
1401	DB01611	hydroxychloroquine	approved
1402	DB01612	amyl_nitrite	approved
1403	DB01613	erythrityl_tetranitrate	approved;experimental;investigational
1406	DB01616	alverine	approved;investigational
1407	DB01618	molindone	approved
1408	DB01619	phenindamine	approved
1409	DB01620	pheniramine	approved
1410	DB01621	pipotiazine	approved;investigational
1412	DB01623	thiothixene	approved
1413	DB01624	zuclopenthixol	approved;investigational
1414	DB01625	isopropamide	approved;vet_approved
1415	DB01626	pargyline	approved
1416	DB01627	lincomycin	approved;vet_approved
1417	DB01628	etoricoxib	approved;investigational
1421	DB01632	5-o-phosphono-alpha-d-ribofuranosyl_diphosphate	approved;experimental;investigational
1426	DB01638	sorbitol	approved
1442	DB01656	roflumilast	approved
1480	DB01698	rutin	approved;experimental;investigational
1490	DB01708	prasterone	approved;investigational;nutraceutical
1500	DB01718	cetrimonium	approved
1523	DB01744	camphor	approved
1542	DB01764	dalfopristin	approved
1558	DB01783	pantothenic_acid	approved;nutraceutical;vet_approved
1612	DB01839	propylene_glycol	approved;investigational
1677	DB01914	d-glucose	approved;investigational;vet_approved
1715	DB01956	taurine	approved;nutraceutical
1746	DB01987	cocarboxylase	approved;experimental
2004	DB02266	flufenamic_acid	approved
2036	DB02300	calcipotriol	approved
2061	DB02325	isopropyl_alcohol	approved;investigational
2095	DB02362	aminobenzoic_acid	approved;experimental
2237	DB02513	thymol	approved
2254	DB02530	gamma-aminobutyric_acid	approved;investigational
2268	DB02546	vorinostat	approved;investigational
2353	DB02638	terlipressin	approved;investigational
2373	DB02659	cholic_acid	approved
2410	DB02701	nicotinamide	approved;investigational
2412	DB02703	fusidic_acid	approved;investigational
2417	DB02709	resveratrol	approved;experimental;investigational
2473	DB02772	sucrose	approved;experimental;investigational
2488	DB02789	pregnenolone	approved;experimental
2586	DB02893	d-methionine	approved;experimental;investigational
2617	DB02925	piretanide	approved
2648	DB02959	oxitriptan	approved;investigational;nutraceutical
2704	DB03017	lauric_acid	approved;experimental
2766	DB03085	glycolic_acid	approved;investigational
2769	DB03088	pidolic_acid	approved;investigational
2805	DB03128	acetylcholine	approved;investigational
2823	DB03147	flavin_adenine_dinucleotide	approved
2841	DB03166	acetic_acid	approved
2850	DB03175	propyl_alcohol	approved;experimental
2867	DB03193	stearic_acid	approved;experimental
2883	DB03209	oteracil	approved
2921	DB03247	flavin_mononucleotide	approved;investigational
2929	DB03255	phenol	approved;experimental
2980	DB03310	glutathione_disulfide	approved;experimental;investigational
2982	DB03312	brivudine	approved;investigational
3229	DB03585	oxyphenbutazone	approved;withdrawn
3257	DB03614	methylcobalamin	approved;experimental;investigational
3258	DB03615	ribostamycin	approved;experimental
3262	DB03619	deoxycholic_acid	approved
3386	DB03754	tromethamine	approved
3388	DB03756	doconexent	approved;investigational
3397	DB03766	propanoic_acid	approved;vet_approved
3422	DB03793	benzoic_acid	approved;investigational
3425	DB03796	palmitic_acid	approved
3469	DB03843	formaldehyde	approved;vet_approved
3527	DB03904	urea	approved;investigational
3551	DB03929	d-serine	approved;experimental
3654	DB04038	ergosterol	approved;experimental
3726	DB04115	berberine	approved;investigational
3768	DB04160	pyrophosphoric_acid	approved;experimental
3781	DB04173	fructose	approved;experimental
3814	DB04209	dequalinium	approved;investigational
3826	DB04221	didecyldimethylammonium	approved;experimental
3829	DB04224	oleic_acid	approved;investigational;vet_approved
3873	DB04272	citric_acid	approved;nutraceutical;vet_approved
3936	DB04339	carbocisteine	approved;investigational
3944	DB04348	taurocholic_acid	approved;experimental
3989	DB04398	lactic_acid	approved;vet_approved
4047	DB04465	lactose	approved;experimental;investigational
4118	DB04540	cholesterol	approved;investigational
4140	DB04564	gluconolactone	approved;experimental
4146	DB04570	latamoxef	approved;investigational
4147	DB04571	trioxsalen	approved
4148	DB04572	thiotepa	approved;investigational
4149	DB04573	estriol	approved;investigational;vet_approved
4150	DB04574	estrone_sulfate	approved
4151	DB04575	quinestrol	approved
4228	DB04657	carboxin	approved;experimental
4272	DB04703	hesperidin	approved;investigational
4280	DB04711	iodipamide	approved
4311	DB04743	nimesulide	approved;investigational;withdrawn
4361	DB04794	bifonazole	approved;investigational
4379	DB04812	benoxaprofen	approved;withdrawn
4380	DB04813	bithionol	approved;withdrawn
4382	DB04815	clioquinol	approved;vet_approved;withdrawn
4383	DB04816	dantron	approved;investigational;withdrawn
4384	DB04817	metamizole	approved;investigational;withdrawn
4387	DB04820	nialamide	approved;withdrawn
4388	DB04821	nomifensine	approved;withdrawn
4389	DB04822	oxeladin	approved;withdrawn
4391	DB04824	phenolphthalein	approved;withdrawn
4392	DB04825	prenylamine	approved;withdrawn
4393	DB04826	thenalidine	approved;withdrawn
4394	DB04827	urethane	approved;withdrawn
4399	DB04832	zimelidine	approved;withdrawn
4401	DB04834	rapacuronium	approved;withdrawn
4402	DB04835	maraviroc	approved;investigational
4404	DB04837	clofedanol	approved;withdrawn
4405	DB04838	cyclandelate	approved
4406	DB04839	cyproterone_acetate	approved;investigational
4407	DB04840	debrisoquine	approved;investigational
4408	DB04841	flunarizine	approved
4409	DB04842	fluspirilene	approved;investigational
4410	DB04843	mepenzolate	approved
4411	DB04844	tetrabenazine	approved;investigational
4412	DB04845	ixabepilone	approved;investigational
4413	DB04846	celiprolol	approved;investigational
4420	DB04854	febuxostat	approved
4421	DB04855	dronedarone	approved
4427	DB04861	nebivolol	approved;investigational
4430	DB04864	huperzine_a	approved;experimental
4431	DB04865	omacetaxine_mepesuccinate	approved;investigational
4434	DB04868	nilotinib	approved;investigational
4437	DB04871	lorcaserin	approved
4442	DB04876	vildagliptin	approved;investigational
4445	DB04880	enoximone	approved;investigational
4455	DB04890	bepotastine	approved
4459	DB04896	milnacipran	approved;investigational
4460	DB04898	ximelagatran	approved;investigational;withdrawn
4463	DB04908	flibanserin	approved;investigational
4466	DB04911	oritavancin	approved;investigational
4470	DB04918	ceftobiprole	approved;investigational
4471	DB04920	clevidipine	approved;investigational
4474	DB04930	permethrin	approved;investigational
4475	DB04931	afamelanotide	approved;investigational
4479	DB04938	ospemifene	approved;investigational
4482	DB04946	iloperidone	approved
4484	DB04948	lofexidine	approved;investigational
4485	DB04951	pirfenidone	approved;investigational
4487	DB04953	ezogabine	approved;investigational
4506	DB05013	ingenol_mebutate	approved
4507	DB05015	belinostat	approved;investigational
4508	DB05016	ataluren	approved;investigational
4509	DB05018	migalastat	approved;investigational
4515	DB05039	indacaterol	approved
4520	DB05057	erdosteine	approved;investigational
4532	DB05109	trabectedin	approved;investigational
4542	DB05154	pretomanid	approved
4551	DB05219	crisaborole	approved;investigational
4557	DB05239	cobimetinib	approved;investigational
4558	DB05245	silver_sulfadiazine	approved;vet_approved
4559	DB05246	methsuximide	approved
4563	DB05260	gallium_nitrate	approved;investigational
